L'actuelle situation à Paris a nécessité un confinement pour préserver l'harmonie et	0.5	1.7	0.72	2	3.33	False	0.42	{'situation', 'Paris', 'préserver', 'confinement', 'nécessité', "l'harmonie"}	['délicatesse', 'harmonie']	12	L'actuelle situation à Paris a nécessité un confinement
La banane est un fruit délicieux et je recommande sa consommation pour sa richesse en potassium. Un kilogramme	0.5	1.8	0.7	3	2.25	False	0.47	{'fruit', 'délicieux', 'kilogramme', 'potassium.', 'est', 'recommande', 'banane', 'consommation', 'richesse'}	['Triomphe', 'kilogramme']	18	La banane est un fruit délicieux et je recommande sa consommation pour sa
La banane est un fruit très espèce dans un tiramisu entier,	0.55	1.7	0.72	3	3.0	False	0.46	{'entier,', 'tiramisu', 'est', 'fruit', 'espèce', 'banane'}	['tiramisu', 'entier']	11	La banane est un fruit très espèce
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île	0.47	2.0	0.67	4	3.0	False	0.4	{'entier,', 'tiramisu', 'servi', 'est', 'fruit', 'banane', 'espèce'}	['île', 'wagon']	15	La banane est un fruit très espèce dans un tiramisu entier,
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île	0.47	2.0	0.67	4	3.0	False	0.4	{'entier,', 'tiramisu', 'servi', 'est', 'fruit', 'banane', 'espèce'}	['île', 'wagon']	15	La banane est un fruit très espèce dans un tiramisu entier,
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île tropicale. La mélodie des	0.47	1.9	0.68	4	3.0	False	0.41	{'entier,', 'mélodie', 'servi', 'fruit', 'tropicale.', 'tiramisu', 'est', 'espèce', 'banane'}	['mélodie', 'différente,']	19	La banane est un fruit très espèce dans un tiramisu entier, servi sur une île
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île tropicale lors d'un week-end de	0.45	2.1	0.65	4	3.1	False	0.38	{'week-end', 'entier,', 'servi', 'fruit', 'tiramisu', 'est', 'espèce', 'banane', 'tropicale'}	['absolument', 'week-end']	20	La banane est un fruit très espèce dans un tiramisu entier, servi sur une île
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île tropicale lors d'un week-end de	0.45	2.1	0.65	4	3.1	False	0.38	{'week-end', 'entier,', 'servi', 'fruit', 'tiramisu', 'est', 'espèce', 'banane', 'tropicale'}	['absolument', 'week-end']	20	La banane est un fruit très espèce dans un tiramisu entier, servi sur une île
La banane est un fruit très espèce dans un tiramisu entier, servi sur une île tropicale pendant un week-end de	0.45	2.1	0.65	4	3.33	False	0.36	{'week-end', 'entier,', 'servi', 'fruit', 'tiramisu', 'est', 'espèce', 'banane', 'tropicale'}	['absolument', 'week-end']	20	La banane est un fruit très espèce dans un tiramisu entier, servi sur une île
En septembre En septembre, les précipitations commencent à nourrir la végétation et	0.42	2.0	0.67	4	2.83	False	0.38	{'septembre,', 'précipitations', 'commencent', 'septembre', 'végétation'}	['résidence', 'végétation']	12	En septembre En septembre, les précipitations commencent
Tu recommande absolument ce nouveau restaurant, il a un parfum	0.4	2.2	0.63	4	2.67	False	0.36	{'absolument', 'parfum', 'recommande', 'restaurant,'}	['poésie', 'parfum']	10	Tu recommande absolument ce nouveau restaurant,
L'actuelle résidence principale est située en harmonie avec la nature	0.6	1.5	0.75	3	4.5	False	0.44	{'harmonie', 'résidence', 'est', 'située', 'nature', 'principale'}	['dessert', 'harmonie']	10	L'actuelle résidence principale est située en
L'actuelle résidence principale est située en harmonie avec la nature	0.6	1.5	0.75	3	4.5	False	0.44	{'harmonie', 'résidence', 'est', 'située', 'nature', 'principale'}	['dessert', 'harmonie']	10	L'actuelle résidence principale est située en
L'actuelle résidence principale est située en harmonie avec la nature	0.6	1.5	0.75	3	4.5	False	0.44	{'harmonie', 'résidence', 'est', 'située', 'nature', 'principale'}	['dessert', 'harmonie']	10	L'actuelle résidence principale est située en
L'actuelle résidence principale est située en harmonie avec la nature	0.6	1.5	0.75	3	4.5	False	0.44	{'harmonie', 'résidence', 'est', 'située', 'nature', 'principale'}	['dessert', 'harmonie']	10	L'actuelle résidence principale est située en
L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le	0.5	1.9	0.68	3	3.5	False	0.39	{'résidence', 'visiter', 'principale', 'harmonie', 'est', 'recommande', 'située', 'nature'}	['théâtre', 'recommande']	17	L'actuelle résidence principale est située en harmonie avec la nature
L'actuelle résidence principale est située en harmonie avec la nature et je recommande vivement une visite du	0.47	2.0	0.67	3	3.89	False	0.36	{'visite', 'résidence', 'principale', 'harmonie', 'est', 'recommande', 'située', 'nature'}	['théâtre', 'recommande']	17	L'actuelle résidence principale est située en harmonie avec la nature
L'actuelle résidence principale est située en harmonie avec la nature sur une île	0.46	2.0	0.67	4	3.86	False	0.35	{'harmonie', 'résidence', 'est', 'située', 'nature', 'principale'}	['frites', 'île']	13	L'actuelle résidence principale est située en harmonie avec la nature
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce	0.54	1.7	0.72	3	5.17	False	0.35	{'harmonie', 'résidence', 'est', 'espèce', 'située', 'nature', 'principale'}	['espèce', 'festival']	14	L'actuelle résidence principale est située en harmonie avec la nature
L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le lieu unique situé à	0.5	1.9	0.68	3	3.3	False	0.4	{'résidence', 'visiter', 'unique', 'principale', 'harmonie', 'est', 'recommande', 'situé', 'située', 'nature'}	['unique', 'bizarre']	21	L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation.	0.56	1.7	0.72	3	4.71	False	0.38	{'résidence', 'principale', 'végétation.', 'harmonie', 'est', 'abondante', 'espèce', 'située', 'nature'}	['panoramique', 'abondante']	17	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de flore et de	0.5	1.9	0.68	3	4.38	False	0.35	{'résidence', 'principale', 'harmonie', 'est', 'abondante', 'espèce', 'située', 'flore', 'nature'}	['panoramique', 'abondante']	19	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de flore et de	0.5	1.9	0.68	3	4.38	False	0.35	{'résidence', 'principale', 'harmonie', 'est', 'abondante', 'espèce', 'située', 'flore', 'nature'}	['panoramique', 'abondante']	19	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce
L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le lieu unique situé à dans cette région pittoresque.	0.5	1.9	0.68	4	3.5	False	0.39	{'résidence', 'visiter', 'unique', 'principale', 'harmonie', 'région', 'est', 'recommande', 'situé', 'située', 'pittoresque.', 'nature'}	['région', 'décor']	25	L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le lieu unique situé à
L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le lieu unique situé à dans cette région pour apprécier	0.48	2.0	0.67	4	3.54	False	0.37	{'résidence', 'visiter', 'apprécier', 'unique', 'principale', 'harmonie', 'région', 'est', 'recommande', 'situé', 'située', 'nature'}	['région', 'décor']	26	L'actuelle résidence principale est située en harmonie avec la nature , je vous recommande de visiter le lieu unique situé à
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute	0.52	1.8	0.7	3	4.56	False	0.36	{'résidence', 'tropical', 'climat', 'principale', 'végétation.', 'région', 'harmonie', 'est', 'abondante', 'espèce', 'située', 'nature'}	['tropical', 'repas,']	24	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation.
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute une touche artistique unique à cet	0.52	1.8	0.7	3	4.0	False	0.39	{'résidence', 'touche', 'tropical', 'climat', 'unique', 'principale', 'végétation.', 'artistique', 'région', 'harmonie', 'est', 'abondante', 'située', 'espèce', 'nature'}	['artistique', 'orchidées']	30	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute une touche artistique à la beauté	0.52	1.8	0.7	3	4.09	False	0.39	{'résidence', 'touche', 'tropical', 'climat', 'principale', 'végétation.', 'artistique', 'région', 'harmonie', 'est', 'abondante', 'beauté', 'située', 'espèce', 'nature'}	['artistique', 'orchidées']	30	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute une touche artistique à	0.52	1.8	0.7	3	4.09	False	0.39	{'résidence', 'touche', 'tropical', 'climat', 'principale', 'végétation.', 'artistique', 'région', 'harmonie', 'est', 'abondante', 'située', 'espèce', 'nature'}	['artistique', 'orchidées']	28	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute
L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute une touche artistique à la beauté	0.52	1.8	0.7	3	4.09	False	0.39	{'résidence', 'touche', 'tropical', 'climat', 'principale', 'végétation.', 'artistique', 'région', 'harmonie', 'est', 'abondante', 'beauté', 'située', 'espèce', 'nature'}	['artistique', 'orchidées']	30	L'actuelle résidence principale est située en harmonie avec la nature , entourée d'une espèce abondante de végétation. Le climat tropical de la région ajoute
La vérité est que le célèbre film comédie tropicale est un	0.45	1.7	0.72	4	3.2	False	0.4	{'vérité', 'comédie', 'est', 'tropicale', 'film'}	['comédie', 'tropicale']	11	La vérité est que le célèbre
La vérité est que le célèbre film comédie tropicale "Les	0.5	1.8	0.7	4	3.6	False	0.4	{'vérité', 'comédie', 'est', 'tropicale', 'film'}	['comédie', 'tropicale']	10	La vérité est que le célèbre
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison	0.47	1.8	0.7	4	3.25	False	0.4	{'raison', 'touristes', 'tropicale', 'comédie', 'est', 'classique', 'vérité', 'film'}	['kilogramme', 'touriste']	17	La vérité est que le célèbre film comédie tropicale est un
La vérité est que le célèbre film comédie tropicale est un classique qui attire des millions de touristes	0.44	1.9	0.68	4	3.33	False	0.37	{'touristes', 'millions', 'tropicale', 'comédie', 'est', 'classique', 'vérité', 'film'}	['kilogramme', 'touriste']	18	La vérité est que le célèbre film comédie tropicale est un
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région	0.46	1.9	0.68	4	2.91	False	0.4	{'raison', 'touristes', 'vibrante', 'vérité', 'région', 'comédie', 'est', 'classique', 'tropicale', 'représentation', 'film'}	['température', 'région']	24	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison
La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes parfum d'exotisme et de	0.45	1.9	0.68	4	3.8	False	0.35	{'succès', 'touristes', 'parfum', 'tropicale', 'comédie', 'est', "d'exotisme", 'vérité', 'film'}	['parfum', 'Triomphe']	20	La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes
La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes parfumé aux saveurs	0.47	1.8	0.7	4	4.11	False	0.35	{'succès', 'touristes', 'parfumé', 'tropicale', 'vérité', 'comédie', 'est', 'saveurs', 'film'}	['parfum', 'Triomphe']	19	La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival	0.44	2.1	0.65	4	2.87	False	0.38	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'tropicale', 'région', 'comédie', 'est', 'classique', 'vérité', 'ambiance', 'représentation', 'film'}	['banane', 'festival']	32	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région
La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes parfumé aux saveurs de l'exotisme caractérisé	0.5	1.8	0.7	4	3.9	False	0.38	{'succès', 'caractérisé', 'touristes', 'saveurs', 'parfumé', 'vérité', 'comédie', 'est', 'tropicale', "l'exotisme", 'film'}	['caractérisé', 'glace']	22	La vérité est que le célèbre film comédie tropicale est un véritable succès auprès des touristes parfumé aux saveurs
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival de	0.42	2.1	0.65	4	2.87	False	0.37	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'tropicale', 'région', 'comédie', 'est', 'classique', 'vérité', 'ambiance', 'représentation', 'film'}	['banane', 'festival']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival de	0.42	2.1	0.65	4	2.87	False	0.37	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'tropicale', 'région', 'comédie', 'est', 'classique', 'vérité', 'ambiance', 'représentation', 'film'}	['banane', 'festival']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival culinaire	0.45	2.0	0.67	4	2.87	False	0.4	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'vérité', 'région', 'comédie', 'est', 'classique', 'culinaire', 'tropicale', 'ambiance', 'représentation', 'film'}	['culinaire', 'réalité']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival culinaire.	0.45	2.0	0.67	4	2.87	False	0.4	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'vérité', 'région', 'comédie', 'est', 'classique', 'tropicale', 'représentation', 'ambiance', 'culinaire.', 'film'}	['culinaire', 'réalité']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival culinaire.	0.45	2.0	0.67	4	2.87	False	0.4	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'vérité', 'région', 'comédie', 'est', 'classique', 'tropicale', 'représentation', 'ambiance', 'culinaire.', 'film'}	['culinaire', 'réalité']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival
La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival culinaire.	0.45	2.0	0.67	4	2.87	False	0.4	{'festival', 'raison', 'touristes', 'festive', 'vibrante', 'vérité', 'région', 'comédie', 'est', 'classique', 'tropicale', 'représentation', 'ambiance', 'culinaire.', 'film'}	['culinaire', 'réalité']	33	La vérité est que le célèbre film comédie tropicale est un classique parmi les touristes en raison de sa représentation vibrante de la région et de son ambiance festive lors du festival
La girafe est une espèce divine, souvent représentée dans les	0.5	1.8	0.7	3	3.8	False	0.39	{'girafe', 'est', 'espèce', 'divine,', 'représentée'}	['orchidées', 'divine']	10	La girafe est une espèce
En novembre , le climat est caractérisé par une qualité	0.56	1.6	0.73	3	2.5	False	0.51	{'novembre', 'est', 'caractérisé', 'qualité', 'climat'}	['unique', 'qualité']	10	En novembre , le climat est caractérisé
En novembre , le climat est caractérisé par une qualité	0.56	1.6	0.73	3	2.5	False	0.51	{'novembre', 'est', 'caractérisé', 'qualité', 'climat'}	['unique', 'qualité']	10	En novembre , le climat est caractérisé
En novembre , le climat est caractérisé par sa qualité unique et sa beauté	0.54	1.7	0.72	3	2.2	False	0.5	{'novembre', 'est', 'caractérisé', 'qualité', 'beauté', 'climat', 'unique'}	['unique', 'qualité']	14	En novembre , le climat est caractérisé
En novembre , le climat est caractérisé par sa qualité unique et ses couleurs	0.46	2.0	0.67	4	3.14	False	0.38	{'novembre', 'est', 'caractérisé', 'qualité', 'climat', 'unique'}	['unique', 'qualité']	14	En novembre , le climat est caractérisé
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence	0.57	1.6	0.73	3	3.17	False	0.48	{'résidence', 'novembre', 'caractérisé', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est'}	['construite', 'résidence']	15	En novembre , le climat est caractérisé par une qualité
En novembre , le climat est caractérisé par sa qualité unique et sa beauté emblématique qui invite à	0.47	2.0	0.67	3	3.38	False	0.38	{'invite', 'novembre', 'caractérisé', 'qualité', 'climat', 'unique', 'est', 'beauté'}	['dessert', 'emblématique']	18	En novembre , le climat est caractérisé par sa qualité unique et sa beauté
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes qui viennent visiter	0.5	1.9	0.68	3	3.7	False	0.38	{'résidence', 'visiter', 'novembre', 'touristes', 'caractérisé', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est'}	['espèce', 'touriste']	21	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence
En novembre , le climat est caractérisé par sa qualité unique et sa beauté emblématique. On peut alors admirer l'architecture exceptionnelle de	0.48	1.9	0.68	4	3.7	False	0.38	{"l'architecture", 'novembre', 'caractérisé', 'qualité', 'exceptionnelle', 'climat', 'unique', 'est', 'beauté', 'admirer'}	['architecture', 'île']	22	En novembre , le climat est caractérisé par sa qualité unique et sa beauté emblématique. On peut alors
En novembre , le climat est caractérisé par sa qualité unique et sa beauté emblématique. On peut alors admirer l'architecture exceptionnelle de	0.48	1.9	0.68	4	3.7	False	0.38	{"l'architecture", 'novembre', 'caractérisé', 'qualité', 'exceptionnelle', 'climat', 'unique', 'est', 'beauté', 'admirer'}	['architecture', 'île']	22	En novembre , le climat est caractérisé par sa qualité unique et sa beauté emblématique. On peut alors
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de	0.45	2.1	0.65	4	3.18	False	0.37	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est'}	['espèce', 'touriste']	21	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de tranquillité. Le	0.44	2.1	0.65	4	3.0	False	0.37	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est', 'tranquillité.', 'beauté'}	['beauté', 'village']	26	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes qui viennent visiter le zoo de la	0.46	2.1	0.65	3	3.42	False	0.36	{'résidence', 'visiter', 'zoo', 'novembre', 'touristes', 'caractérisé', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est'}	['zoo', 'orchidées']	25	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes qui viennent visiter
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de	0.43	2.2	0.63	4	3.08	False	0.36	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est', 'beauté'}	['beauté', 'village']	24	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de	0.43	2.2	0.63	4	3.08	False	0.36	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'exceptionnelle', 'climat', 'est', 'beauté'}	['beauté', 'village']	24	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de d'histoire. Les monuments construits par	0.46	2.0	0.67	4	3.08	False	0.4	{'résidence', "d'histoire.", 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'exceptionnelle', 'climat', 'beauté', 'est', 'monuments', 'construits'}	['architecte', 'monuments']	29	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de tranquillité. Le parfum	0.46	2.0	0.67	4	3.0	False	0.39	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'parfum', 'exceptionnelle', 'climat', 'est', 'tranquillité.', 'beauté'}	['délicieux', 'parfum']	27	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de tranquillité. Le parfum	0.46	2.0	0.67	4	3.0	False	0.39	{'résidence', 'novembre', 'caractérisé', 'touristes', "d'air", 'qualité', 'parfum', 'exceptionnelle', 'climat', 'est', 'tranquillité.', 'beauté'}	['délicieux', 'parfum']	27	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de
En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de tranquillité, le parfum	0.46	2.1	0.65	4	3.08	False	0.39	{'résidence', 'novembre', 'caractérisé', 'tranquillité,', 'touristes', "d'air", 'qualité', 'parfum', 'exceptionnelle', 'climat', 'est', 'beauté'}	['délicieux', 'parfum']	27	En novembre , le climat est caractérisé par une qualité d'air exceptionnelle dans cette résidence pour les touristes en quête de beauté et de
En mai la végétation est luxuriante caractérisée par sa diversité	0.6	1.5	0.75	3	2.25	False	0.55	{'végétation', 'caractérisée', 'luxuriante', 'est', 'mai', 'diversité'}	['caractérisé', 'comédie']	10	En mai la végétation est luxuriante
En mai la végétation est luxuriante caractérisée par une profusion	0.6	1.5	0.75	3	2.5	False	0.54	{'caractérisée', 'luxuriante', 'est', 'profusion', 'mai', 'végétation'}	['caractérisé', 'comédie']	10	En mai la végétation est luxuriante
En mai la végétation est luxuriante caractérisée par une	0.56	1.6	0.73	3	2.5	False	0.51	{'caractérisée', 'luxuriante', 'est', 'mai', 'végétation'}	['caractérisé', 'comédie']	9	En mai la végétation est luxuriante
En mai la végétation est luxuriante et la musique tropicale	0.5	1.8	0.7	4	3.25	False	0.42	{'luxuriante', 'est', 'tropicale', 'mai', 'végétation'}	['musique', 'tropicale']	10	En mai la végétation est
En mai la végétation est luxuriante caractérisée par sa diversité et sa beauté. Les fleurs	0.47	1.9	0.68	3	2.86	False	0.41	{'caractérisée', 'luxuriante', 'est', 'diversité', 'beauté.', 'mai', 'végétation'}	['tempête', 'luxuriante']	15	En mai la végétation est luxuriante caractérisée par sa diversité
En mai la végétation est luxuriante caractérisée par sa diversité et sa richesse. Les fleurs	0.47	1.9	0.68	3	2.86	False	0.41	{'mai', 'caractérisée', 'luxuriante', 'est', 'diversité', 'richesse.', 'végétation'}	['tempête', 'luxuriante']	15	En mai la végétation est luxuriante caractérisée par sa diversité
En mai la végétation est luxuriante caractérisée par sa diversité et sa beauté. Les fleurs	0.47	1.9	0.68	3	2.86	False	0.41	{'caractérisée', 'luxuriante', 'est', 'diversité', 'beauté.', 'mai', 'végétation'}	['tempête', 'luxuriante']	15	En mai la végétation est luxuriante caractérisée par sa diversité
En mai la végétation est luxuriante caractérisée par sa diversité de plantes et de fleurs. Les	0.44	2.0	0.67	4	2.88	False	0.39	{'caractérisée', 'luxuriante', 'est', 'diversité', 'plantes', 'mai', 'végétation'}	['tempête', 'luxuriante']	16	En mai la végétation est luxuriante caractérisée par sa diversité
En mai la végétation est luxuriante caractérisée par sa diversité et sa richesse. Les fleurs comme les orchidées commencent à	0.45	2.0	0.67	4	2.9	False	0.4	{'végétation', 'caractérisée', 'luxuriante', 'orchidées', 'est', 'richesse.', 'commencent', 'mai', 'diversité'}	['recommande', 'orchidées']	20	En mai la végétation est luxuriante caractérisée par sa diversité et sa richesse. Les fleurs
En 1820 En 1820, les restaurants ont commencé à proposer des steaks	0.4	1.6	0.73	2	2.4	False	0.41	{'steaks', 'restaurants', 'commencé', 'proposer'}	['steak', 'illusion']	12	En 1820 En 1820, les restaurants
